"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","MFP","TOT","IDX2015","A","2012",100.592567,
"NZL","MFP","TOT","IDX2015","A","2013",98.491999,
"NZL","MFP","TOT","IDX2015","A","2014",98.273163,
"NZL","MFP","TOT","IDX2015","A","2015",100,
"NZL","MFP","TOT","IDX2015","A","2016",99.424326,
"NZL","MFP","TOT","IDX2015","A","2017",99.619797,
"NZL","MFP","TOT","IDX2015","A","2018",101.206569,
"NZL","MFP","TOT","IDX2015","A","2019",100.172203,
"NZL","MFP","TOT","IDX2015","A","2020",100.498935,
"NZL","MFP","TOT","IDX2015","A","2021",102.085488,
"NZL","MFP","TOT","IDX2015","A","2022",100.780626,
"NOR","MFP","TOT","IDX2015","A","1990",80.822825,
"NOR","MFP","TOT","IDX2015","A","1991",83.674942,
"NOR","MFP","TOT","IDX2015","A","1992",86.289087,
"NOR","MFP","TOT","IDX2015","A","1993",88.236382,
"NOR","MFP","TOT","IDX2015","A","1994",91.540331,
"NOR","MFP","TOT","IDX2015","A","1995",94.268298,
"NOR","MFP","TOT","IDX2015","A","1996",97.099464,
"NOR","MFP","TOT","IDX2015","A","1997",99.199937,
"NOR","MFP","TOT","IDX2015","A","1998",98.624566,
"NOR","MFP","TOT","IDX2015","A","1999",98.824071,
"NOR","MFP","TOT","IDX2015","A","2000",101.384554,
"NOR","MFP","TOT","IDX2015","A","2001",103.531905,
"NOR","MFP","TOT","IDX2015","A","2002",104.480554,
"NOR","MFP","TOT","IDX2015","A","2003",106.299197,
"NOR","MFP","TOT","IDX2015","A","2004",107.864312,
"NOR","MFP","TOT","IDX2015","A","2005",108.379099,
"NOR","MFP","TOT","IDX2015","A","2006",107.218734,
"NOR","MFP","TOT","IDX2015","A","2007",105.010997,
"NOR","MFP","TOT","IDX2015","A","2008",101.134315,
"NOR","MFP","TOT","IDX2015","A","2009",99.543764,
"NOR","MFP","TOT","IDX2015","A","2010",99.21668,
"NOR","MFP","TOT","IDX2015","A","2011",98.175443,
"NOR","MFP","TOT","IDX2015","A","2012",98.766086,
"NOR","MFP","TOT","IDX2015","A","2013",98.679828,
"NOR","MFP","TOT","IDX2015","A","2014",99.10312,
"NOR","MFP","TOT","IDX2015","A","2015",100,
"NOR","MFP","TOT","IDX2015","A","2016",100.162466,
"NOR","MFP","TOT","IDX2015","A","2017",101.588997,
"NOR","MFP","TOT","IDX2015","A","2018",100.452514,
"NOR","MFP","TOT","IDX2015","A","2019",99.479943,
"NOR","MFP","TOT","IDX2015","A","2020",98.923068,
"NOR","MFP","TOT","IDX2015","A","2021",100.231083,
"NOR","MFP","TOT","IDX2015","A","2022",99.814906,
"PRT","MFP","TOT","IDX2015","A","1985",81.952959,
"PRT","MFP","TOT","IDX2015","A","1986",85.17651,
"PRT","MFP","TOT","IDX2015","A","1987",87.76172,
"PRT","MFP","TOT","IDX2015","A","1988",91.822731,
"PRT","MFP","TOT","IDX2015","A","1989",94.651188,
"PRT","MFP","TOT","IDX2015","A","1990",96.179305,
"PRT","MFP","TOT","IDX2015","A","1991",99.520559,
"PRT","MFP","TOT","IDX2015","A","1992",100.995906,
"PRT","MFP","TOT","IDX2015","A","1993",99.360992,
"PRT","MFP","TOT","IDX2015","A","1994",98.980154,
"PRT","MFP","TOT","IDX2015","A","1995",99.934309,
"PRT","MFP","TOT","IDX2015","A","1996",100.910003,
"PRT","MFP","TOT","IDX2015","A","1997",102.047951,
"PRT","MFP","TOT","IDX2015","A","1998",102.229699,
"PRT","MFP","TOT","IDX2015","A","1999",102.996075,
"PRT","MFP","TOT","IDX2015","A","2000",102.839677,
"PRT","MFP","TOT","IDX2015","A","2001",102.399632,
"PRT","MFP","TOT","IDX2015","A","2002",101.668745,
"PRT","MFP","TOT","IDX2015","A","2003",100.462503,
"PRT","MFP","TOT","IDX2015","A","2004",101.309662,
"PRT","MFP","TOT","IDX2015","A","2005",101.196788,
"PRT","MFP","TOT","IDX2015","A","2006",101.862799,
"PRT","MFP","TOT","IDX2015","A","2007",102.441966,
"PRT","MFP","TOT","IDX2015","A","2008",101.690662,
"PRT","MFP","TOT","IDX2015","A","2009",99.435994,
"PRT","MFP","TOT","IDX2015","A","2010",101.040329,
"PRT","MFP","TOT","IDX2015","A","2011",100.893691,
"PRT","MFP","TOT","IDX2015","A","2012",99.961893,
"PRT","MFP","TOT","IDX2015","A","2013",100.455238,
"PRT","MFP","TOT","IDX2015","A","2014",99.764584,
"PRT","MFP","TOT","IDX2015","A","2015",100,
"PRT","MFP","TOT","IDX2015","A","2016",100.333494,
"PRT","MFP","TOT","IDX2015","A","2017",101.387092,
"PRT","MFP","TOT","IDX2015","A","2018",101.466268,
"PRT","MFP","TOT","IDX2015","A","2019",102.607217,
"PRT","MFP","TOT","IDX2015","A","2020",100.623723,
"PRT","MFP","TOT","IDX2015","A","2021",101.973307,
"PRT","MFP","TOT","IDX2015","A","2022",106.896054,
"ESP","MFP","TOT","IDX2015","A","1985",94.133019,
"ESP","MFP","TOT","IDX2015","A","1986",95.059589,
"ESP","MFP","TOT","IDX2015","A","1987",96.137072,
"ESP","MFP","TOT","IDX2015","A","1988",97.341802,
"ESP","MFP","TOT","IDX2015","A","1989",98.348091,
"ESP","MFP","TOT","IDX2015","A","1990",97.70973,
"ESP","MFP","TOT","IDX2015","A","1991",97.59616,
"ESP","MFP","TOT","IDX2015","A","1992",98.814651,
"ESP","MFP","TOT","IDX2015","A","1993",99.626518,
"ESP","MFP","TOT","IDX2015","A","1994",101.610057,
"ESP","MFP","TOT","IDX2015","A","1995",101.957496,
"ESP","MFP","TOT","IDX2015","A","1996",102.459642,
"ESP","MFP","TOT","IDX2015","A","1997",102.090555,
"ESP","MFP","TOT","IDX2015","A","1998",101.453314,
"ESP","MFP","TOT","IDX2015","A","1999",100.787835,
"ESP","MFP","TOT","IDX2015","A","2000",100.95761,
"ESP","MFP","TOT","IDX2015","A","2001",100.662541,
"ESP","MFP","TOT","IDX2015","A","2002",100.180003,
"ESP","MFP","TOT","IDX2015","A","2003",99.828559,
"ESP","MFP","TOT","IDX2015","A","2004",99.533973,
"ESP","MFP","TOT","IDX2015","A","2005",99.379463,
"ESP","MFP","TOT","IDX2015","A","2006",99.373513,
"ESP","MFP","TOT","IDX2015","A","2007",99.541347,
"ESP","MFP","TOT","IDX2015","A","2008",98.49856,
"ESP","MFP","TOT","IDX2015","A","2009",98.196214,
"ESP","MFP","TOT","IDX2015","A","2010",99.039429,
"ESP","MFP","TOT","IDX2015","A","2011",99.014456,
"ESP","MFP","TOT","IDX2015","A","2012",98.727636,
"ESP","MFP","TOT","IDX2015","A","2013",98.734505,
"ESP","MFP","TOT","IDX2015","A","2014",98.889939,
"ESP","MFP","TOT","IDX2015","A","2015",100,
"ESP","MFP","TOT","IDX2015","A","2016",100.671266,
"ESP","MFP","TOT","IDX2015","A","2017",101.616916,
"ESP","MFP","TOT","IDX2015","A","2018",101.594754,
"ESP","MFP","TOT","IDX2015","A","2019",102.072539,
"ESP","MFP","TOT","IDX2015","A","2020",98.733522,
"ESP","MFP","TOT","IDX2015","A","2021",98.702427,
"ESP","MFP","TOT","IDX2015","A","2022",100.651779,
"SWE","MFP","TOT","IDX2015","A","1985",81.973345,
"SWE","MFP","TOT","IDX2015","A","1986",82.672495,
"SWE","MFP","TOT","IDX2015","A","1987",83.281428,
"SWE","MFP","TOT","IDX2015","A","1988",82.519597,
"SWE","MFP","TOT","IDX2015","A","1989",82.395527,
"SWE","MFP","TOT","IDX2015","A","1990",81.319127,
"SWE","MFP","TOT","IDX2015","A","1991",80.75637,
"SWE","MFP","TOT","IDX2015","A","1992",80.97237,
"SWE","MFP","TOT","IDX2015","A","1993",80.931579,
"SWE","MFP","TOT","IDX2015","A","1994",82.495068,
"SWE","MFP","TOT","IDX2015","A","1995",83.63781,
"SWE","MFP","TOT","IDX2015","A","1996",83.968357,
"SWE","MFP","TOT","IDX2015","A","1997",86.059201,
"SWE","MFP","TOT","IDX2015","A","1998",87.392831,
"SWE","MFP","TOT","IDX2015","A","1999",87.946404,
"SWE","MFP","TOT","IDX2015","A","2000",89.720844,
"SWE","MFP","TOT","IDX2015","A","2001",89.287297,
"SWE","MFP","TOT","IDX2015","A","2002",91.165117,
"SWE","MFP","TOT","IDX2015","A","2003",93.095439,
"SWE","MFP","TOT","IDX2015","A","2004",95.499129,
"SWE","MFP","TOT","IDX2015","A","2005",97.020627,
"SWE","MFP","TOT","IDX2015","A","2006",99.094338,
"SWE","MFP","TOT","IDX2015","A","2007",99.087126,
"SWE","MFP","TOT","IDX2015","A","2008",96.595632,
"SWE","MFP","TOT","IDX2015","A","2009",93.845644,
"SWE","MFP","TOT","IDX2015","A","2010",97.190304,
"SWE","MFP","TOT","IDX2015","A","2011",97.89045,
"SWE","MFP","TOT","IDX2015","A","2012",96.687332,
"SWE","MFP","TOT","IDX2015","A","2013",96.930847,
"SWE","MFP","TOT","IDX2015","A","2014",97.785028,
"SWE","MFP","TOT","IDX2015","A","2015",100,
"SWE","MFP","TOT","IDX2015","A","2016",99.238594,
"SWE","MFP","TOT","IDX2015","A","2017",99.443219,
"SWE","MFP","TOT","IDX2015","A","2018",99.272101,
"SWE","MFP","TOT","IDX2015","A","2019",100.585087,
"SWE","MFP","TOT","IDX2015","A","2020",99.684491,
"SWE","MFP","TOT","IDX2015","A","2021",101.920759,
"SWE","MFP","TOT","IDX2015","A","2022",101.532636,
"CHE","MFP","TOT","IDX2015","A","1992",96.586201,
"CHE","MFP","TOT","IDX2015","A","1993",96.039363,
"CHE","MFP","TOT","IDX2015","A","1994",95.810109,
"CHE","MFP","TOT","IDX2015","A","1995",95.936374,
"CHE","MFP","TOT","IDX2015","A","1996",96.370825,
"CHE","MFP","TOT","IDX2015","A","1997",97.774258,
"CHE","MFP","TOT","IDX2015","A","1998",97.943751,
"CHE","MFP","TOT","IDX2015","A","1999",96.517128,
"CHE","MFP","TOT","IDX2015","A","2000",98.292979,
"CHE","MFP","TOT","IDX2015","A","2001",98.956928,
"CHE","MFP","TOT","IDX2015","A","2002",98.008796,
"CHE","MFP","TOT","IDX2015","A","2003",96.688665,
"CHE","MFP","TOT","IDX2015","A","2004",96.824171,
"CHE","MFP","TOT","IDX2015","A","2005",98.141948,
"CHE","MFP","TOT","IDX2015","A","2006",99.825372,
"CHE","MFP","TOT","IDX2015","A","2007",100.895278,
"CHE","MFP","TOT","IDX2015","A","2008",101.093831,
"CHE","MFP","TOT","IDX2015","A","2009",97.886239,
"CHE","MFP","TOT","IDX2015","A","2010",99.889981,
"CHE","MFP","TOT","IDX2015","A","2011",99.291671,
"CHE","MFP","TOT","IDX2015","A","2012",99.043813,
"CHE","MFP","TOT","IDX2015","A","2013",100.066696,
"CHE","MFP","TOT","IDX2015","A","2014",100.716258,
"CHE","MFP","TOT","IDX2015","A","2015",100,
"CHE","MFP","TOT","IDX2015","A","2016",100.371097,
"CHE","MFP","TOT","IDX2015","A","2017",101.135372,
"CHE","MFP","TOT","IDX2015","A","2018",102.977894,
"CHE","MFP","TOT","IDX2015","A","2019",103.131586,
"CHE","MFP","TOT","IDX2015","A","2020",102.836162,
"CHE","MFP","TOT","IDX2015","A","2021",104.397601,
"CHE","MFP","TOT","IDX2015","A","2022",104.752916,
"GBR","MFP","TOT","IDX2015","A","1985",77.50546,
"GBR","MFP","TOT","IDX2015","A","1986",78.958807,
"GBR","MFP","TOT","IDX2015","A","1987",81.330709,
"GBR","MFP","TOT","IDX2015","A","1988",81.246035,
"GBR","MFP","TOT","IDX2015","A","1989",80.82623,
"GBR","MFP","TOT","IDX2015","A","1990",80.368981,
"GBR","MFP","TOT","IDX2015","A","1991",80.026197,
"GBR","MFP","TOT","IDX2015","A","1992",81.449776,
"GBR","MFP","TOT","IDX2015","A","1993",83.050942,
"GBR","MFP","TOT","IDX2015","A","1994",84.196049,
"GBR","MFP","TOT","IDX2015","A","1995",84.55219,
"GBR","MFP","TOT","IDX2015","A","1996",84.776257,
"GBR","MFP","TOT","IDX2015","A","1997",87.163098,
"GBR","MFP","TOT","IDX2015","A","1998",89.059725,
"GBR","MFP","TOT","IDX2015","A","1999",90.801672,
"GBR","MFP","TOT","IDX2015","A","2000",93.65412,
"GBR","MFP","TOT","IDX2015","A","2001",94.212766,
"GBR","MFP","TOT","IDX2015","A","2002",95.606932,
"GBR","MFP","TOT","IDX2015","A","2003",97.717273,
"GBR","MFP","TOT","IDX2015","A","2004",98.67287,
"GBR","MFP","TOT","IDX2015","A","2005",99.310555,
"GBR","MFP","TOT","IDX2015","A","2006",100.458784,
"GBR","MFP","TOT","IDX2015","A","2007",101.431172,
"GBR","MFP","TOT","IDX2015","A","2008",100.795299,
"GBR","MFP","TOT","IDX2015","A","2009",97.330465,
"GBR","MFP","TOT","IDX2015","A","2010",99.30104,
"GBR","MFP","TOT","IDX2015","A","2011",98.967158,
"GBR","MFP","TOT","IDX2015","A","2012",98.209085,
"GBR","MFP","TOT","IDX2015","A","2013",98.428995,
"GBR","MFP","TOT","IDX2015","A","2014",98.723203,
"GBR","MFP","TOT","IDX2015","A","2015",100,
"GBR","MFP","TOT","IDX2015","A","2016",99.545739,
"GBR","MFP","TOT","IDX2015","A","2017",100.868143,
"GBR","MFP","TOT","IDX2015","A","2018",101.034343,
"GBR","MFP","TOT","IDX2015","A","2019",101.213181,
"GBR","MFP","TOT","IDX2015","A","2020",98.961521,
"GBR","MFP","TOT","IDX2015","A","2021",98.952671,
"GBR","MFP","TOT","IDX2015","A","2022",99.878851,
"USA","MFP","TOT","IDX2015","A","1985",77.89597,
"USA","MFP","TOT","IDX2015","A","1986",78.830252,
"USA","MFP","TOT","IDX2015","A","1987",78.980618,
"USA","MFP","TOT","IDX2015","A","1988",79.584064,
"USA","MFP","TOT","IDX2015","A","1989",79.917043,
"USA","MFP","TOT","IDX2015","A","1990",80.442442,
"USA","MFP","TOT","IDX2015","A","1991",80.463225,
"USA","MFP","TOT","IDX2015","A","1992",82.503299,
"USA","MFP","TOT","IDX2015","A","1993",82.608712,
"USA","MFP","TOT","IDX2015","A","1994",83.234655,
"USA","MFP","TOT","IDX2015","A","1995",83.084365,
"USA","MFP","TOT","IDX2015","A","1996",84.392406,
"USA","MFP","TOT","IDX2015","A","1997",85.012535,
"USA","MFP","TOT","IDX2015","A","1998",86.003298,
"USA","MFP","TOT","IDX2015","A","1999",87.413927,
"USA","MFP","TOT","IDX2015","A","2000",88.656357,
"USA","MFP","TOT","IDX2015","A","2001",89.237805,
"USA","MFP","TOT","IDX2015","A","2002",90.640105,
"USA","MFP","TOT","IDX2015","A","2003",92.532876,
"USA","MFP","TOT","IDX2015","A","2004",94.347334,
"USA","MFP","TOT","IDX2015","A","2005",95.663413,
"USA","MFP","TOT","IDX2015","A","2006",95.947843,
"USA","MFP","TOT","IDX2015","A","2007",96.417352,
"USA","MFP","TOT","IDX2015","A","2008",96.497742,
"USA","MFP","TOT","IDX2015","A","2009",97.526531,
"USA","MFP","TOT","IDX2015","A","2010",99.468883,
"USA","MFP","TOT","IDX2015","A","2011",99.240059,
"USA","MFP","TOT","IDX2015","A","2012",99.375943,
"USA","MFP","TOT","IDX2015","A","2013",99.438932,
"USA","MFP","TOT","IDX2015","A","2014",99.572964,
"USA","MFP","TOT","IDX2015","A","2015",100,
"USA","MFP","TOT","IDX2015","A","2016",99.983952,
"USA","MFP","TOT","IDX2015","A","2017",100.502673,
"USA","MFP","TOT","IDX2015","A","2018",101.278359,
"USA","MFP","TOT","IDX2015","A","2019",101.968918,
"USA","MFP","TOT","IDX2015","A","2020",103.058726,
"USA","MFP","TOT","IDX2015","A","2021",104.678148,
"USA","MFP","TOT","IDX2015","A","2022",103.442936,
"IRL","MFP","TOT","IDX2015","A","1985",57.898912,
"IRL","MFP","TOT","IDX2015","A","1986",56.849594,
"IRL","MFP","TOT","IDX2015","A","1987",59.3241,
"IRL","MFP","TOT","IDX2015","A","1988",61.776891,
"IRL","MFP","TOT","IDX2015","A","1989",64.724284,
"IRL","MFP","TOT","IDX2015","A","1990",67.553344,
"IRL","MFP","TOT","IDX2015","A","1991",69.539775,
"IRL","MFP","TOT","IDX2015","A","1992",72.349603,
"IRL","MFP","TOT","IDX2015","A","1993",73.845534,
"IRL","MFP","TOT","IDX2015","A","1994",75.660244,
"IRL","MFP","TOT","IDX2015","A","1995",79.24387,
"IRL","MFP","TOT","IDX2015","A","1996",81.937246,
"IRL","MFP","TOT","IDX2015","A","1997",86.899784,
"IRL","MFP","TOT","IDX2015","A","1998",86.548343,
"IRL","MFP","TOT","IDX2015","A","1999",90.027825,
"IRL","MFP","TOT","IDX2015","A","2000",93.97289,
"IRL","MFP","TOT","IDX2015","A","2001",95.984527,
"IRL","MFP","TOT","IDX2015","A","2002",99.280162,
"IRL","MFP","TOT","IDX2015","A","2003",100.300084,
"IRL","MFP","TOT","IDX2015","A","2004",103.289172,
"IRL","MFP","TOT","IDX2015","A","2005",103.298282,
"IRL","MFP","TOT","IDX2015","A","2006",103.588134,
"IRL","MFP","TOT","IDX2015","A","2007",104.727568,
"IRL","MFP","TOT","IDX2015","A","2008",100.387051,
"IRL","MFP","TOT","IDX2015","A","2009",101.592071,
"IRL","MFP","TOT","IDX2015","A","2010",104.906819,
"IRL","MFP","TOT","IDX2015","A","2011",105.59897,
"IRL","MFP","TOT","IDX2015","A","2012",104.259638,
"IRL","MFP","TOT","IDX2015","A","2013",101.231084,
"IRL","MFP","TOT","IDX2015","A","2014",105.531742,
"ISR","MFP","TOT","AGRWTH","A","1996",-0.125354,
"ISR","MFP","TOT","AGRWTH","A","1997",-0.380773,
"ISR","MFP","TOT","AGRWTH","A","1998",1.172502,
"ISR","MFP","TOT","AGRWTH","A","1999",-1.364111,
"ISR","MFP","TOT","AGRWTH","A","2000",3.043995,
"ISR","MFP","TOT","AGRWTH","A","2001",-0.533419,
"ISR","MFP","TOT","AGRWTH","A","2002",-2.492038,
"ISR","MFP","TOT","AGRWTH","A","2003",0.402751,
"ISR","MFP","TOT","AGRWTH","A","2004",3.640135,
"ISR","MFP","TOT","AGRWTH","A","2005",0.944627,
"ISR","MFP","TOT","AGRWTH","A","2006",2.55792,
"ISR","MFP","TOT","AGRWTH","A","2007",0.859177,
"ISR","MFP","TOT","AGRWTH","A","2008",-0.643092,
"ISR","MFP","TOT","AGRWTH","A","2009",-1.631088,
"ISR","MFP","TOT","AGRWTH","A","2010",2.566106,
"ISR","MFP","TOT","AGRWTH","A","2011",2.4545,
"ISR","MFP","TOT","AGRWTH","A","2012",-0.605956,
"ISR","MFP","TOT","AGRWTH","A","2013",1.772582,
"ISR","MFP","TOT","AGRWTH","A","2014",1.477751,
"ISR","MFP","TOT","AGRWTH","A","2015",0.070747,
"ISR","MFP","TOT","AGRWTH","A","2016",0.750813,
"ISR","MFP","TOT","AGRWTH","A","2017",1.404342,
"ISR","MFP","TOT","AGRWTH","A","2018",1.694425,
"ISR","MFP","TOT","AGRWTH","A","2019",2.160997,
"ISR","MFP","TOT","AGRWTH","A","2020",3.149881,
"ISR","MFP","TOT","AGRWTH","A","2021",1.567876,
"ISR","MFP","TOT","AGRWTH","A","2022",0.006064,
"ISR","MFP","TOT","IDX2015","A","1996",87.804756,
"ISR","MFP","TOT","IDX2015","A","1997",87.470419,
"ISR","MFP","TOT","IDX2015","A","1998",88.496011,
"ISR","MFP","TOT","IDX2015","A","1999",87.288827,
"ISR","MFP","TOT","IDX2015","A","2000",89.945895,
"ISR","MFP","TOT","IDX2015","A","2001",89.466106,
"ISR","MFP","TOT","IDX2015","A","2002",87.236576,
"ISR","MFP","TOT","IDX2015","A","2003",87.587923,
"ISR","MFP","TOT","IDX2015","A","2004",90.776241,
"ISR","MFP","TOT","IDX2015","A","2005",91.633738,
"ISR","MFP","TOT","IDX2015","A","2006",93.977656,
"ISR","MFP","TOT","IDX2015","A","2007",94.785091,
"ISR","MFP","TOT","IDX2015","A","2008",94.175536,
"ISR","MFP","TOT","IDX2015","A","2009",92.639449,
"ISR","MFP","TOT","IDX2015","A","2010",95.016676,
"ISR","MFP","TOT","IDX2015","A","2011",97.34886,
"ISR","MFP","TOT","IDX2015","A","2012",96.758969,
"ISR","MFP","TOT","IDX2015","A","2013",98.474101,
"ISR","MFP","TOT","IDX2015","A","2014",99.929303,
"ISR","MFP","TOT","IDX2015","A","2015",100,
"ISR","MFP","TOT","IDX2015","A","2016",100.750813,
"ISR","MFP","TOT","IDX2015","A","2017",102.165699,
"ISR","MFP","TOT","IDX2015","A","2018",103.896821,
"ISR","MFP","TOT","IDX2015","A","2019",106.142028,
"ISR","MFP","TOT","IDX2015","A","2020",109.485375,
"ISR","MFP","TOT","IDX2015","A","2021",111.201969,
"ISR","MFP","TOT","IDX2015","A","2022",111.208713,
